cylinder,seek_distance,deadline,priority,size,type,importance_score
199,66,387,2,476,0,0.438664
4,195,129,2,857,1,0.894203
133,129,457,1,250,0,0.40169
27,106,378,1,743,0,0.44635
130,103,42,2,163,1,0.737054
124,6,298,0,681,1,0.170144
18,106,215,0,58,0,0.358306
136,118,82,1,405,0,0.676327
179,43,156,2,685,1,0.549584
172,7,468,2,367,0,0.29655
5,167,251,1,848,1,0.615966
49,44,81,2,432,0,0.643882
48,1,406,0,419,0,0.078531
90,42,124,0,172,0,0.341661
28,62,248,2,477,0,0.541549
170,142,69,2,474,1,0.811569
155,15,22,2,629,0,0.643654
161,6,490,2,250,0,0.287776
39,122,337,1,370,0,0.467371
2,37,302,2,783,0,0.529283
182,180,10,1,516,0,0.768144
57,125,306,1,560,1,0.517804
131,74,53,2,453,0,0.75324
181,50,80,2,534,1,0.635732
7,174,365,0,210,1,0.399555
1,6,259,2,699,1,0.462874
1,0,416,2,546,0,0.345273
31,30,181,2,1014,0,0.576685
10,21,162,2,458,1,0.587096
163,153,413,0,106,0,0.334809
121,42,286,1,868,1,0.402086
196,75,457,0,18,0,0.150489
160,36,275,1,298,1,0.327967
192,32,96,1,118,0,0.422206
47,145,32,0,722,0,0.582964
57,10,112,0,863,1,0.327003
169,112,274,0,305,0,0.342083
48,121,329,1,307,0,0.443196
11,37,10,1,529,1,0.51042
133,122,137,0,971,0,0.53168
160,27,410,1,689,0,0.282615
193,33,200,1,544,0,0.403271
185,8,375,0,907,1,0.176728
24,161,189,1,534,1,0.617104
154,130,145,1,310,0,0.593371
169,15,347,1,942,1,0.29423
139,30,134,1,653,1,0.48858
163,24,331,2,117,1,0.453703
167,4,99,0,190,1,0.284507
89,78,377,1,933,0,0.445558
8,81,476,1,228,1,0.299352
91,83,453,1,29,1,0.296901
40,51,423,0,434,0,0.174223
22,18,9,2,261,1,0.649176
24,2,419,2,661,0,0.323893
139,115,313,1,878,1,0.529032
100,39,235,0,169,1,0.270655
107,7,403,2,362,0,0.359385
149,42,406,2,1011,0,0.470452
109,40,467,1,169,0,0.24813
126,17,297,1,951,0,0.337556
17,109,352,2,97,1,0.588368
170,153,153,2,294,1,0.751639
89,81,338,1,329,0,0.402773
31,58,218,1,446,0,0.456997
162,131,323,1,341,0,0.461081
146,16,207,1,174,1,0.357521
10,136,92,1,551,1,0.621709
38,28,179,2,145,1,0.482691
3,35,171,0,710,1,0.34357
54,51,124,0,790,0,0.369454
19,35,56,0,865,1,0.430551
141,122,202,2,110,1,0.632322
104,37,254,2,211,1,0.477048
196,92,301,2,240,1,0.544609
149,47,309,2,499,0,0.53395
122,27,102,2,166,1,0.559301
101,21,76,1,160,0,0.445051
10,91,75,2,143,1,0.678942
14,4,342,0,401,0,0.136638
123,109,346,0,850,1,0.388773
0,123,259,2,881,0,0.677359
8,8,265,2,548,1,0.479119
43,35,321,0,111,1,0.208144
176,133,179,1,535,1,0.622264
91,85,374,0,392,1,0.240415
141,50,454,1,978,0,0.313868
82,59,122,2,307,0,0.62786
34,48,233,0,235,1,0.24014
74,40,161,1,102,0,0.378067
18,56,169,0,626,0,0.367737
154,136,197,1,560,1,0.595529
36,118,112,0,19,1,0.466043
75,39,177,0,192,1,0.273752
196,121,164,0,950,1,0.516368
118,78,407,0,840,1,0.293514
91,27,140,1,318,1,0.441616
108,17,52,0,752,0,0.353024
156,48,434,2,405,1,0.418098
50,106,451,0,537,0,0.292617
127,77,446,2,906,1,0.566322
174,47,95,1,358,0,0.516464
114,60,209,0,534,0,0.316142
89,25,148,0,838,0,0.290075
29,60,134,2,953,1,0.657031
49,20,459,2,218,1,0.321272
189,140,69,1,657,1,0.669348
108,81,304,0,241,1,0.255051
60,48,359,0,301,0,0.218625
83,23,38,0,746,0,0.424916
115,32,440,1,769,0,0.298309
107,8,116,0,5,1,0.24911
139,32,208,0,44,1,0.194208
51,88,273,0,371,0,0.315622
129,78,438,1,977,1,0.394396
88,41,493,2,302,0,0.389913
188,100,127,0,971,1,0.502113
31,157,207,0,269,0,0.465043
29,2,306,1,923,0,0.358981
92,63,208,2,483,1,0.626681
101,9,45,2,883,0,0.62235
138,37,391,0,190,0,0.143648
80,58,283,1,485,0,0.415222
182,102,68,0,900,1,0.521235
94,88,321,1,214,0,0.420854
25,69,453,2,519,0,0.436444
23,2,323,2,194,1,0.36295
194,171,241,0,456,1,0.491768
26,168,390,2,214,1,0.644575
189,163,139,2,260,1,0.766442
55,134,51,0,881,0,0.597527
18,37,247,2,835,0,0.53287
60,42,142,2,284,0,0.533658
122,62,247,1,688,0,0.463512
85,37,348,0,331,0,0.185368
157,72,424,1,511,1,0.378452
122,35,298,1,12,0,0.296353
80,42,306,0,737,1,0.28128
126,46,474,2,179,1,0.339306
194,68,454,1,891,0,0.330996
82,112,393,1,900,0,0.470126
30,52,455,1,243,0,0.25413
81,51,238,2,740,1,0.599079
168,87,384,1,218,1,0.344823
43,125,269,1,801,1,0.564068
189,146,309,0,454,1,0.404691
117,72,331,2,559,1,0.547837
120,3,43,0,280,0,0.291732
63,57,10,1,154,0,0.515387
184,121,476,0,398,0,0.228748
7,177,185,2,12,0,0.767301
59,52,30,1,319,0,0.526562
83,24,65,1,489,0,0.477904
95,12,24,2,942,0,0.659641
94,1,123,1,490,1,0.379473
29,65,365,1,807,0,0.363467
45,16,415,1,207,0,0.202274
19,26,36,0,79,0,0.328462
114,95,276,0,659,1,0.352584
70,44,332,2,165,1,0.433541
113,43,430,0,470,0,0.139539
117,4,453,1,663,0,0.239886
140,23,444,0,521,0,0.126864
109,31,359,1,447,0,0.296371
129,20,403,2,471,0,0.358607
117,12,373,1,96,1,0.20477
130,13,382,0,699,1,0.131407
123,7,451,2,380,1,0.302547
63,60,87,2,68,1,0.568631
49,14,47,2,723,1,0.635409
157,108,138,2,324,0,0.681116
68,89,475,2,314,1,0.498539
109,41,353,0,756,0,0.214136
39,70,237,2,830,1,0.633048
86,47,154,0,188,1,0.297324
105,19,103,0,892,1,0.362641
125,20,190,2,73,1,0.478396
105,20,475,0,798,0,0.1011
72,33,468,2,185,0,0.351304
192,120,486,1,806,0,0.444773
102,90,354,2,684,0,0.546013
161,59,295,0,235,0,0.28741
147,14,57,1,181,1,0.406536
111,36,298,2,295,0,0.460707
177,66,361,1,93,0,0.357021
25,152,213,0,899,1,0.520216
184,159,397,0,571,0,0.388439
170,14,296,0,173,1,0.12419
100,70,457,1,509,0,0.342987
146,46,58,0,918,0,0.43229
104,42,344,1,875,1,0.393487
53,51,175,1,852,0,0.472673
159,106,52,2,245,1,0.733727
49,110,155,0,141,1,0.456144
62,13,383,2,873,1,0.393452
103,41,96,2,589,1,0.646369
167,64,329,1,45,1,0.362432
76,91,104,1,351,0,0.586043
98,22,230,2,512,0,0.49812
8,90,76,2,189,1,0.666257
23,15,381,2,383,0,0.376224
11,12,436,2,330,1,0.308244
14,3,264,2,527,0,0.44129
173,159,199,2,549,0,0.768982
168,5,466,2,993,1,0.363014
164,4,473,2,619,1,0.312398
11,153,466,0,736,1,0.396086
15,4,392,0,759,1,0.180865
56,41,116,1,913,1,0.515413
113,57,84,2,32,0,0.603516
66,47,223,2,126,1,0.513229
97,31,286,2,183,1,0.430379
34,63,103,1,444,1,0.505774
146,112,77,0,312,0,0.486931
62,84,168,0,538,0,0.392071
13,49,178,0,160,1,0.305536
148,135,115,2,560,0,0.777093
180,32,233,2,137,1,0.490931
2,178,258,2,83,0,0.718566
87,85,52,2,329,1,0.717293
165,78,5,1,20,1,0.59364
141,24,22,0,1023,1,0.419148
171,30,396,2,833,1,0.415492
83,88,404,2,694,1,0.524553
74,9,83,1,496,1,0.462834
141,67,471,2,777,0,0.464989
30,111,140,2,265,0,0.692815
47,17,448,2,993,1,0.415306
120,73,91,0,164,1,0.405002
133,13,409,2,968,0,0.416935
23,110,180,1,1012,0,0.609342
101,78,392,1,893,1,0.40944
72,29,43,1,708,0,0.531739
100,28,288,1,797,0,0.4234
191,91,430,2,802,1,0.533999
15,176,67,2,446,1,0.874132
199,184,210,0,728,0,0.571801
89,110,446,0,270,1,0.255537
154,65,462,0,565,1,0.204935
84,70,252,1,111,0,0.388672
62,22,28,2,158,0,0.551138
154,92,471,2,286,1,0.433802
137,17,90,0,432,1,0.301878
28,109,208,1,656,0,0.565868
141,113,418,1,647,1,0.416148
150,9,59,2,975,0,0.6408
77,73,234,1,857,0,0.483103
185,108,313,1,840,0,0.514828
128,57,34,2,991,1,0.714367
66,62,244,1,1002,1,0.50579
2,64,28,2,558,0,0.723804
134,132,324,0,1008,0,0.448996
41,93,447,0,850,1,0.26974
151,110,105,2,37,1,0.689558
105,46,134,0,86,0,0.33085
93,12,69,2,362,1,0.560269
32,61,208,0,26,0,0.271124
142,110,6,1,274,1,0.598387
33,109,449,2,239,0,0.500534
83,50,52,0,123,0,0.375472
167,84,335,1,73,0,0.377948
184,17,163,0,400,0,0.263806
197,13,386,0,782,1,0.160002
191,6,30,1,927,0,0.505542
111,80,238,1,725,0,0.508448
40,71,50,0,304,1,0.420331
167,127,349,1,253,0,0.494513
160,7,100,0,493,1,0.329003
198,38,294,0,109,1,0.183889
130,68,206,0,584,1,0.380278
28,102,89,1,928,0,0.661185
100,72,100,2,282,1,0.656011
89,11,288,0,428,1,0.167906
168,79,111,1,527,1,0.556205
78,90,463,1,38,0,0.342101
65,13,382,0,938,1,0.175497
16,49,175,2,21,1,0.552133
167,151,198,1,736,0,0.640722
151,16,249,2,764,1,0.483191
8,143,402,2,840,0,0.644911
86,78,210,0,428,1,0.365993
95,9,208,1,259,1,0.348225
93,2,345,0,485,1,0.150756
183,90,132,0,229,1,0.415175
30,153,315,2,260,1,0.667336
61,31,195,1,884,0,0.444082
36,25,241,0,39,1,0.192744
48,12,388,0,433,1,0.115775
181,133,28,0,95,1,0.53252
188,7,327,0,476,0,0.150137
8,180,135,0,57,0,0.556162
126,118,9,1,685,1,0.672799
46,80,160,1,319,0,0.496165
38,8,390,0,344,1,0.124533
58,20,367,2,524,0,0.417253
38,20,132,0,61,0,0.232225
98,60,201,2,509,1,0.576209
199,101,435,0,646,1,0.318615
117,82,192,1,222,0,0.460202
144,27,131,0,716,1,0.361978
98,46,225,1,999,1,0.476322
2,96,392,1,628,1,0.432824
16,14,218,0,294,0,0.213434
53,37,259,0,575,0,0.273386
48,5,360,1,730,1,0.294532
168,120,431,1,557,1,0.447833
168,0,336,0,444,0,0.125406
170,2,206,1,416,1,0.316551
127,43,382,0,631,1,0.217259
111,16,390,0,787,1,0.14173
129,18,107,1,18,1,0.368778
81,48,349,0,408,1,0.214154
134,53,372,2,109,0,0.466343
158,24,154,0,302,1,0.267507
152,6,151,1,519,0,0.409562
122,30,338,2,508,0,0.420097
11,111,5,0,128,1,0.525375
144,133,148,1,124,0,0.594259
73,71,321,1,661,0,0.409268
148,75,229,2,721,0,0.589036
107,41,10,2,341,1,0.647515
176,69,67,2,67,1,0.631703
67,109,53,0,819,0,0.540647
186,119,267,2,855,0,0.681948
168,18,25,1,201,1,0.441311
66,102,382,1,434,1,0.406179
96,30,305,2,775,0,0.488902
106,10,254,1,890,1,0.352843
153,47,107,0,472,1,0.324581
137,16,97,2,529,0,0.593118
170,33,405,1,444,1,0.270477
73,97,309,1,57,1,0.434841
100,27,181,0,134,1,0.275418
86,14,108,2,407,1,0.543572
181,95,170,1,468,0,0.555937
60,121,154,2,1022,1,0.759481
117,57,259,1,672,0,0.482261
24,93,135,2,921,1,0.735525
170,146,388,1,143,0,0.4577
76,94,33,1,988,1,0.68097
68,8,349,2,80,0,0.357989
116,48,8,2,1002,0,0.723452
99,17,107,2,208,1,0.494747
169,70,469,2,79,1,0.347862
106,63,382,2,761,0,0.543939
103,3,491,0,1012,0,0.082446
20,83,255,0,191,0,0.320205
4,16,73,0,830,1,0.340835
79,75,493,0,833,1,0.222683
199,120,381,1,211,1,0.397768
183,16,260,2,825,1,0.505228
125,58,385,1,666,0,0.358115
126,1,146,2,207,1,0.486596
78,48,395,1,911,1,0.333986
35,43,381,2,352,1,0.426835
1,34,73,1,376,1,0.479142
67,66,19,1,716,0,0.591752
63,4,424,2,255,0,0.321451
38,25,363,2,346,1,0.400041
51,13,150,0,603,1,0.282939
4,47,273,1,721,0,0.431488
121,117,19,1,720,1,0.720997
185,64,91,1,724,0,0.555635
138,47,48,1,980,1,0.548152
89,49,16,2,408,0,0.664584
84,5,73,1,163,0,0.394611
61,23,28,1,976,1,0.518203
28,33,472,2,252,1,0.365028
119,91,45,1,177,0,0.569607
113,6,70,2,795,0,0.580346
1,112,246,2,599,0,0.696149
83,82,302,0,258,1,0.264139
55,28,355,2,189,1,0.403564
34,21,53,2,134,0,0.604839
140,106,71,0,406,1,0.488265
105,35,13,1,1011,0,0.593442
126,21,83,0,199,1,0.283154
142,16,99,1,905,1,0.521364
196,54,407,0,409,0,0.189747
160,36,297,0,697,0,0.271313
124,36,117,1,630,0,0.492082
175,51,63,1,210,1,0.506182
95,80,414,1,961,1,0.385183
196,101,358,1,920,0,0.481143
152,44,52,1,125,1,0.454611
130,22,281,0,844,1,0.237687
180,50,419,1,624,1,0.344341
103,77,138,1,742,1,0.538164
144,41,367,0,292,1,0.206438
56,88,196,1,708,1,0.528017
192,136,78,1,290,0,0.642869
124,68,144,1,193,0,0.456232
156,32,172,1,641,1,0.474826
92,64,24,0,181,0,0.431742
173,81,169,2,548,0,0.6356
14,159,483,0,1022,0,0.385149
22,8,71,1,623,1,0.414102
101,79,10,2,29,1,0.683466
146,45,191,1,667,0,0.487905
161,15,481,2,185,1,0.300861
88,73,340,2,69,0,0.494553
129,41,259,1,653,1,0.424485
110,19,366,2,901,1,0.458214
192,82,9,1,627,1,0.637818
130,62,105,2,576,0,0.678988
83,47,422,2,395,0,0.379385
193,110,362,0,278,0,0.3483
21,172,233,0,481,1,0.515251
196,175,136,0,408,0,0.563784
30,166,117,2,353,1,0.810846
57,27,26,1,843,0,0.527126
164,107,441,2,37,0,0.509516
146,18,101,1,995,1,0.509885
194,48,408,0,364,0,0.182869
149,45,174,0,573,1,0.345056
127,22,455,0,451,1,0.090774
69,58,22,0,682,0,0.437818
0,69,260,1,309,1,0.428225
24,24,52,0,799,1,0.416149
59,35,5,0,796,1,0.421352
8,51,181,2,945,1,0.623596
101,93,320,2,950,1,0.620997
155,54,462,1,529,0,0.314716
192,37,79,2,220,0,0.596338
97,95,319,1,127,1,0.429702
175,78,401,1,922,1,0.434718
197,22,467,0,861,1,0.167337
171,26,142,2,395,1,0.56043
92,79,23,0,881,0,0.490061
65,27,478,2,440,1,0.37261
195,130,434,2,977,0,0.616204
48,147,130,2,20,0,0.758609
82,34,72,0,285,1,0.371785
14,68,269,1,98,1,0.388708
158,144,122,2,470,1,0.743573
129,29,284,0,43,0,0.202383
16,113,54,0,787,1,0.550889
44,28,464,2,463,0,0.345287
111,67,208,2,131,1,0.582265
108,3,74,1,44,0,0.369777
160,52,105,1,331,1,0.474704
53,107,334,2,168,1,0.556179
184,131,370,2,932,1,0.64626
88,96,57,2,393,1,0.739294
164,76,378,2,1016,1,0.538295
47,117,468,0,921,0,0.331581
7,40,148,2,775,1,0.587578
11,4,310,1,438,0,0.306539
74,63,400,0,973,0,0.250651
190,116,471,0,440,1,0.301107
9,181,86,0,815,0,0.608084
73,64,444,1,534,1,0.306825
21,52,24,2,696,0,0.725446
186,165,279,2,428,1,0.718242
135,51,86,0,734,1,0.422494
152,17,61,1,792,0,0.489268
142,10,126,0,226,1,0.223472
131,11,82,0,457,0,0.345322
154,23,29,0,927,1,0.398561
1,153,153,1,44,0,0.61146
173,172,59,2,322,0,0.814913
147,26,194,0,794,0,0.326144
147,0,154,2,862,1,0.551317
78,69,262,2,785,0,0.595722
160,82,426,0,715,0,0.250891
76,84,74,2,532,0,0.699553
9,67,428,2,112,0,0.478689
181,172,271,0,304,0,0.467655
46,135,496,2,764,1,0.575204
20,26,206,2,736,1,0.531862
124,104,53,0,641,0,0.534361
46,78,109,1,78,1,0.496894
171,125,5,2,505,1,0.828707
88,83,433,1,686,1,0.392245
0,88,284,1,840,0,0.511277
190,190,441,2,102,0,0.668696
102,88,303,2,565,1,0.604258
52,50,467,2,755,0,0.432203
135,83,121,2,927,1,0.713884
106,29,169,2,392,0,0.55548
5,101,399,1,544,0,0.425404
151,146,411,0,664,1,0.358348
80,71,478,0,354,1,0.177536
139,59,444,2,207,0,0.416341
179,40,169,2,24,1,0.552522
122,57,339,1,479,1,0.387187
134,12,473,2,512,0,0.34069
50,84,136,2,582,0,0.686924
47,3,56,2,689,0,0.626772
83,36,254,1,954,1,0.446348
170,87,240,2,506,1,0.605783
104,66,348,2,383,1,0.504327
69,35,102,2,928,1,0.595191
155,86,227,0,915,1,0.385748
170,15,294,2,711,0,0.441543
180,10,293,1,283,1,0.289877
59,121,40,2,202,0,0.746126
141,82,55,2,720,0,0.710905
118,23,254,1,231,0,0.362538
89,29,188,1,138,0,0.370053
79,10,90,2,297,0,0.564745
22,57,403,1,64,1,0.340808
54,32,211,1,386,1,0.390895
109,55,291,1,766,1,0.392424
177,68,345,0,358,1,0.244555
173,4,363,1,884,0,0.313285
37,136,170,0,311,0,0.472081
135,98,17,0,175,0,0.503258
16,119,272,1,574,1,0.540664
135,119,123,0,509,0,0.479823
68,67,485,0,395,1,0.160121
89,21,447,1,125,0,0.224893
143,54,438,0,1002,1,0.246824
84,59,392,0,921,1,0.279493
161,77,498,0,469,1,0.154072
106,55,478,2,258,0,0.396465
199,93,92,1,180,1,0.54537
127,72,309,0,144,1,0.277377
59,68,249,0,710,1,0.342177
155,96,20,1,153,1,0.608085
81,74,393,2,587,1,0.528728
106,25,59,0,240,0,0.345472
27,79,464,1,15,0,0.296522
23,4,349,2,349,0,0.396967
114,91,124,2,578,1,0.66913
37,77,23,0,325,0,0.453906
199,162,493,1,522,0,0.430557
171,28,405,2,55,1,0.344979
140,31,223,1,360,0,0.352512
146,6,403,0,129,0,0.079992
119,27,387,2,930,1,0.448498
12,107,307,1,319,1,0.466506
78,66,261,2,980,0,0.636742
99,21,26,2,920,1,0.682739
183,84,152,0,378,0,0.431611
43,140,158,2,839,0,0.776206
99,56,58,1,628,1,0.548068
68,31,356,0,671,0,0.19268
26,42,85,2,388,1,0.621542
20,6,133,1,514,1,0.409162
73,53,325,0,427,0,0.271068
16,57,262,0,180,1,0.248226
13,3,279,2,934,1,0.47232
70,57,427,2,556,0,0.498641
40,30,219,2,399,1,0.478198
110,70,310,0,687,1,0.297365
3,107,314,1,699,1,0.545309
60,57,67,0,419,1,0.389689
90,30,256,0,125,0,0.217835
192,102,276,1,682,1,0.477898
126,66,74,2,195,0,0.624949
176,50,68,0,83,1,0.336664
68,108,134,1,817,0,0.63649
89,21,215,2,458,1,0.484283
84,5,218,1,595,0,0.348646
177,93,118,1,443,1,0.547095
191,14,201,0,324,1,0.24419
192,1,149,0,163,0,0.255505
150,42,451,0,448,0,0.131024
100,50,329,2,890,0,0.522991
108,8,471,0,686,0,0.120316
196,88,326,2,664,0,0.562283
56,140,269,1,777,1,0.583877
69,13,247,0,129,1,0.172321
179,110,136,0,839,1,0.497139
77,102,93,2,294,1,0.686253
47,30,400,0,453,1,0.16507
112,65,197,2,430,1,0.533193
65,47,95,2,725,1,0.639154
178,113,211,0,809,0,0.474691
181,3,248,0,47,0,0.207278
61,120,337,2,1006,1,0.663641
105,44,497,1,463,1,0.2475
196,91,487,2,818,1,0.491665
148,48,438,1,694,0,0.320468
43,105,414,1,225,1,0.383713
118,75,465,0,510,1,0.184384
123,5,359,1,642,1,0.272833
130,7,53,1,670,1,0.488918
5,125,123,2,723,1,0.765878
59,54,233,2,812,1,0.605757
170,111,393,1,675,1,0.483783
48,122,385,2,805,0,0.581359
59,11,439,2,225,1,0.369309
64,5,82,1,477,1,0.412322
35,29,300,0,854,1,0.234461
31,4,385,2,76,0,0.338917
69,38,199,2,523,1,0.548264
174,105,174,1,609,1,0.565601
0,174,332,2,170,1,0.693521
56,56,444,2,1020,1,0.482006
12,44,230,2,325,1,0.544352
112,100,211,0,976,1,0.438374
50,62,42,0,320,0,0.419694
158,108,128,0,732,0,0.487358
117,41,44,0,75,0,0.371739
156,39,458,1,100,0,0.216966
126,30,422,0,194,0,0.111871
87,39,357,2,949,0,0.484675
172,85,111,1,459,1,0.54994
95,77,234,1,678,0,0.484887
189,94,10,1,799,1,0.644696
198,9,480,1,468,0,0.203323
117,81,31,0,228,0,0.440251
134,17,303,2,762,1,0.484664
51,83,250,1,598,1,0.506266
162,111,295,1,10,0,0.465977
134,28,45,0,385,1,0.376444
180,46,183,1,365,1,0.39775
53,127,414,0,130,1,0.266792
157,104,418,0,182,1,0.252767
94,63,204,0,638,1,0.336375
37,57,294,2,815,0,0.532013
34,3,401,0,945,0,0.166244
112,78,312,0,624,0,0.340242
63,49,211,0,319,0,0.327922
20,43,468,2,737,1,0.406934
85,65,497,2,726,1,0.469354
130,45,138,0,515,0,0.330976
63,67,29,1,78,0,0.57483
191,128,396,1,129,1,0.411745
155,36,58,0,546,1,0.383049
102,53,406,0,155,1,0.155761
186,84,390,2,251,1,0.496012
86,100,36,1,406,1,0.602648
27,59,276,0,833,1,0.322659
7,20,362,1,573,0,0.30232
187,180,45,2,804,0,0.894619
191,4,416,2,123,0,0.319759
147,44,58,2,761,1,0.670974
20,127,270,2,13,0,0.643295
58,38,15,0,455,0,0.394267
8,50,60,0,434,0,0.359053
10,2,368,0,660,0,0.103838
49,39,44,0,417,1,0.399558
114,65,449,0,200,0,0.149783
13,101,16,2,825,0,0.797772
196,183,315,2,120,1,0.694069
91,105,186,2,58,1,0.621319
52,39,304,0,816,0,0.312067
103,51,312,1,446,1,0.391257
158,55,323,2,702,1,0.546045
62,96,287,0,663,0,0.358477
9,53,477,1,488,1,0.250389
10,1,257,0,967,1,0.255246
170,160,426,2,548,1,0.621087
22,148,211,2,155,0,0.701564
127,105,307,1,511,0,0.499753
76,51,342,0,985,1,0.277235
155,79,196,0,55,1,0.297367
12,143,442,0,394,1,0.322509
179,167,139,2,812,1,0.855776
139,40,414,0,112,0,0.122153
89,50,98,1,465,1,0.499544
41,48,358,2,699,1,0.478368
195,154,416,1,181,0,0.466875
60,135,149,1,323,1,0.611255
98,38,131,1,278,1,0.439899
78,20,470,2,764,0,0.402107
46,32,318,1,807,0,0.319965
83,37,431,1,701,0,0.310246
30,53,474,2,19,0,0.354064
0,30,474,2,875,0,0.443044
57,57,410,1,414,0,0.379689
22,35,311,2,522,1,0.467881
82,60,474,0,150,0,0.136654
172,90,169,1,562,1,0.526481
32,140,274,2,288,0,0.650747
0,32,228,0,205,1,0.224624
22,22,173,1,761,1,0.459129
101,79,167,1,799,0,0.549804
54,47,486,0,629,1,0.142631
97,43,178,0,717,1,0.311259
5,92,57,0,633,0,0.497249
66,61,215,2,814,1,0.608216
82,16,190,0,930,1,0.300489
86,4,467,1,358,0,0.194403
110,24,391,1,71,0,0.270957
156,46,251,2,154,1,0.47797
93,63,415,2,987,0,0.509397
168,75,205,2,421,0,0.598672
105,63,115,2,416,0,0.639331
52,53,321,1,53,1,0.348833
45,7,312,0,738,0,0.251974
64,19,146,0,581,0,0.330516
119,55,89,0,4,0,0.333012
48,71,9,2,752,1,0.705259
182,134,195,0,903,1,0.47302
95,87,366,1,924,1,0.433194
172,77,403,1,816,0,0.409644
136,36,169,2,717,0,0.595869
66,70,333,0,11,0,0.243766
45,21,122,1,41,1,0.381832
148,103,97,2,465,1,0.69384
66,82,269,0,175,0,0.297557
49,17,159,2,695,1,0.535003
186,137,84,2,500,0,0.790816
96,90,123,1,631,1,0.570228
9,87,142,2,848,1,0.712889
98,89,160,0,485,1,0.386624
92,6,258,2,741,1,0.471668
172,80,436,0,471,1,0.211281
142,30,487,2,586,0,0.40808
38,104,289,1,418,0,0.471982
30,8,125,0,913,1,0.324246
120,90,101,1,604,1,0.585399
9,111,236,0,759,0,0.427105
63,54,338,0,894,1,0.292788
27,36,266,0,203,1,0.224394
4,23,70,1,193,0,0.437751
183,179,357,1,328,1,0.555004
17,166,158,1,69,1,0.633562
1,16,263,2,931,1,0.557406
186,185,430,2,325,1,0.673702
37,149,368,1,610,0,0.50108
163,126,265,0,832,1,0.448951
6,157,432,1,538,0,0.530836
30,24,104,2,322,1,0.570407
22,8,144,1,151,0,0.350621
141,119,137,0,341,0,0.465597
124,17,418,0,450,0,0.172334
95,29,420,2,464,0,0.374648
48,47,135,2,362,0,0.57626
17,31,99,0,636,0,0.34631
113,96,405,0,906,0,0.303335
46,67,227,0,198,0,0.296319
118,72,320,2,563,1,0.532173
137,19,102,0,58,0,0.288376
169,32,286,0,902,1,0.257388
98,71,343,0,204,1,0.217614
0,98,234,1,490,0,0.54947
56,56,411,0,942,0,0.255491
170,114,274,2,128,1,0.631498
106,64,271,2,966,0,0.595269
123,17,121,0,959,0,0.369516
91,32,335,2,643,1,0.477848
32,59,251,1,527,0,0.45458
179,147,326,0,532,1,0.427202
154,25,306,0,689,1,0.25707
199,45,187,0,190,0,0.305649
171,28,193,0,250,1,0.263469
58,113,159,0,630,1,0.433561
50,8,194,0,255,1,0.21774
49,1,423,2,586,1,0.358991
183,134,176,1,887,1,0.638732
111,72,65,1,561,1,0.555147
90,21,409,0,162,0,0.120285
193,103,112,1,571,1,0.622799
120,73,195,2,451,0,0.643675
181,61,105,2,906,0,0.717754
196,15,292,2,941,0,0.482896
15,181,136,1,659,0,0.68893
72,57,486,0,766,0,0.148216
146,74,216,0,330,0,0.328357
162,16,19,2,653,0,0.639911
29,133,278,0,152,1,0.36377
63,34,113,2,257,1,0.574373
109,46,178,2,451,1,0.594496
159,50,462,1,279,1,0.233404
22,137,93,2,178,1,0.72387
120,98,359,0,276,0,0.315786
59,61,346,2,266,0,0.487202
43,16,191,2,337,0,0.5004
103,60,224,1,895,1,0.477543
82,21,49,0,211,0,0.330327
127,45,241,1,924,0,0.444691
63,64,259,0,151,1,0.284828
164,101,301,2,501,1,0.606678
15,149,393,0,1010,1,0.432008
172,157,464,1,172,0,0.458891
5,167,214,2,944,0,0.813908
147,142,441,2,25,1,0.535414
69,78,422,0,26,1,0.184957
76,7,156,2,171,0,0.508721
3,73,148,0,345,0,0.39397
140,137,270,0,362,0,0.41763
33,107,250,0,890,1,0.407941
131,98,189,0,43,1,0.328766
145,14,49,0,190,1,0.334222
169,24,398,2,305,0,0.364466
141,28,265,2,500,0,0.470795
60,81,92,1,427,0,0.54729
147,87,431,2,552,1,0.454373
165,18,462,1,561,1,0.228019
63,102,80,2,270,1,0.726248
24,39,265,1,855,1,0.427892
178,154,306,1,710,1,0.589861
29,149,122,0,247,0,0.503807
118,89,160,1,124,1,0.517447
47,71,195,1,663,0,0.512349
25,22,179,1,1006,0,0.422976
155,130,339,2,199,0,0.60725
28,127,9,0,414,1,0.513324
134,106,326,2,281,1,0.560363
138,4,268,2,267,0,0.435337
12,126,380,1,247,1,0.460946
34,22,492,0,759,0,0.090384
158,124,218,0,259,0,0.401957
101,57,77,2,850,1,0.710858
24,77,220,2,826,0,0.6477
198,174,120,1,824,1,0.753429
52,146,256,0,347,1,0.484598
0,52,117,2,795,1,0.63829
184,184,10,2,386,1,0.931683
3,181,283,0,648,0,0.508833
110,107,164,2,853,1,0.724512
198,88,99,2,869,1,0.750211
115,83,6,0,444,1,0.499317
116,1,476,1,112,0,0.134274
77,39,420,2,514,0,0.40841
25,52,349,0,280,0,0.211345
114,89,188,1,563,0,0.521431
179,65,314,1,653,1,0.44716
18,161,270,1,747,1,0.651945
176,158,6,1,193,1,0.716143
83,93,456,0,34,0,0.235483
107,24,237,2,1002,0,0.533245
33,74,235,2,356,1,0.515578
124,91,405,1,962,1,0.453023
36,88,357,2,91,0,0.500482
